Attribute1,Attribute2,Attribute3,Attribute4,Attribute5,Attribute6,Attribute7,Attribute8,Attribute9,Attribute10,Attribute11,Attribute12,Cluster
56.521739,64.114286,44.692737,39.089055,2.44858,14.714173,10.953791,12.981244,9.61787,3.726708,9.687262,2.885937,C1
67.391304,68.457143,39.106145,12.576479,1.371205,7.583325,4.117299,1.233959,6.848809,2.484472,19.959319,18.369217,C1
47.826087,45.485714,67.039106,61.930659,6.366308,10.107803,3.684834,5.083909,22.48477,4.347826,12.712942,3.237135,C1
10.869565,44.685714,45.251397,42.352141,7.247796,21.451884,9.419431,28.956894,32.453387,15.68323,22.095093,17.850053,C1
8.695652,62.057143,33.519553,18.694765,13.418217,14.454554,16.344787,54.508062,36.108547,19.254658,2.974828,25.301573,C1
30.434783,59.2,46.368715,36.913664,17.238002,9.230046,1.398104,1.809806,16.808196,9.937888,21.789982,3.756299,C1
30.434783,50.285714,65.921788,46.159075,3.819785,13.789437,20.047393,20.335637,21.598671,11.180124,22.2985,7.466789,C1
45.652174,84.342857,87.150838,40.244731,1.860921,3.740975,9.028436,3.520895,4.356655,6.21118,16.348843,1.86288,C1
30.434783,35.428571,50.27933,26.03671,10.479922,22.757393,78.844787,35.587364,28.659775,14.285714,12.102721,10.474882,C1
47.826087,48.8,24.581006,32.834806,7.835455,41.126001,6.587678,31.079302,18.35887,3.726708,15.738622,4.382348,C1
78.043478,58.628571,40.782123,40.244731,7.443683,6.56216,30.586493,7.666996,11.44545,2.57764,8.110857,4.779356,C1
45.652174,48.685714,41.899441,15.363698,4.505387,19.107902,8.915877,95.245146,41.766661,6.832298,16.882787,24.064743,C1
52.173913,48,15.642458,22.229776,5.876592,1.273366,18.045024,3.520895,6.331918,1.708075,18.154081,2.77905,C1
71.73913,63.771429,22.346369,40.244731,3.036239,0.202749,21.273697,7.33794,14.20528,1.863354,9.07704,1.740724,C1
34.782609,73.257143,50.27933,41.672332,4.505387,0.746712,0.337678,11.286607,6.85804,7.453416,19.374523,4.550313,C1
52.173913,53.142857,49.72067,32.562882,9.304603,14.281476,1.001185,10.52978,16.882038,5.590062,15.738622,2.992823,C1
23.913043,77.371429,66.480447,38.341264,4.407444,0.724459,4.022512,15.482066,61.076241,25.465839,7.856598,21.209345,C1
30.434783,51.314286,35.195531,40.244731,3.036239,8.881416,15.89455,33.201711,20.084918,5.590062,8.136283,7.619484,C1
56.521739,2.285714,50.837989,79.333787,50.146915,23.024429,7.008294,78.529121,15.349825,30.434783,14.441902,21.453657,C1
8.695652,56.114286,68.715084,52.209381,8.227228,27.376125,48.187204,5.643304,6.85804,52.173913,20.696669,40.601619,C1
67.391304,58.971429,37.988827,21.685928,0.881489,7.308872,1.990521,8.292201,20.251061,6.832298,16.933638,15.880287,C1
10.869565,70.285714,57.541899,48.878314,16.944172,5.924241,15.704976,32.13228,11.45468,19.875776,18.154081,21.423118,C1
34.782609,43.657143,10.055866,24.541128,4.995103,6.211057,2.944313,1.233959,10.125531,6.21118,12.712942,7.879066,C1
41.304348,65.257143,53.631285,26.104691,2.546523,2.648106,66.93128,3.948667,4.707403,6.21118,19.374523,2.992823,C1
23.913043,89.142857,44.692737,17.335146,2.840353,10.99545,5.811611,7.436657,15.820565,15.52795,52.046784,79.691556,C1
15.217391,50.742857,64.24581,42.352141,18.70715,15.144397,40.124408,9.032577,29.536644,20.496894,27.231121,82.745457,C1
4.347826,61.942857,27.932961,38.885112,11.851126,12.429532,34.609005,15.251728,37.566919,28.571429,3.635901,41.105512,C1
47.826087,78.514286,74.301676,37.117607,3.232125,2.895361,5.082938,0.098717,22.152483,21.118012,15.128401,6.840739,C1
17.391304,76.914286,55.865922,19.646499,9.010774,4.240431,7.07346,2.336295,32.684143,29.192547,36.308162,52.664529,C1
17.391304,77.371429,67.597765,4.96261,3.917728,1.822273,0.302133,26.883843,26.58298,16.149068,14.51818,27.56146,C1
56.521739,12.342857,18.994413,39.42896,10.284035,6.759964,79.697867,9.789404,11.390068,6.832298,6.05136,6.245228,C1
78.26087,66.628571,65.363128,9.721278,1.175318,2.37118,13.412322,1.809806,6.645745,3.726708,11.492499,16.964422,C1
34.782609,40.114286,70.391061,40.244731,3.232125,1.560182,44.869668,0.559395,2.556766,8.074534,8.136283,3.771568,C1
8.695652,70.285714,70.949721,58.667573,19.686582,2.373652,22.369668,21.470879,40.271368,25.465839,38.723621,33.42495,C1
13.043478,16.914286,10.055866,46.430999,29.970617,41.054297,25.61019,25.732149,89.551412,47.826087,12.001017,30.447397,C1
45.652174,14.971429,7.26257,72.263766,36.924584,47.792009,6.646919,39.552484,36.763891,14.906832,4.246123,9.009009,C1
36.956522,37.371429,31.843575,30.387492,8.325171,19.491148,6.386256,21.53669,28.41979,11.180124,16.501398,8.9632,C1
50,68.571429,17.318436,47.246771,10.479922,23.177727,1.498815,58.538993,26.121469,3.726708,4.246123,1.649107,C1
17.391304,80.228571,61.452514,37.457512,6.366308,20.220552,5.088863,13.589997,18.35887,14.906832,6.05136,5.038937,C1
39.130435,69.6,55.865922,28.008158,2.44858,3.464049,0.75237,9.032577,5.935019,3.726708,1.220442,3.679951,C1
10.869565,70.285714,55.865922,46.091094,17.629775,4.445653,16.504739,35.850609,36.763891,14.906832,19.374523,23.759353,C1
60.869565,50.857143,89.944134,14.343984,3.428012,3.192068,6.344787,1.233959,7.162636,1.242236,7.856598,7.833257,C1
34.782609,42.628571,41.340782,21.685928,9.108717,26.241222,20.716825,1.760448,22.318627,25.465839,26.392067,15.223698,C1
47.826087,75.314286,59.776536,17.878994,5.484819,7.402829,8.193128,13.063508,12.313088,2.484472,10.297483,4.122767,C1
13.043478,57.142857,77.094972,33.378654,19.882468,2.917614,32.055687,27.673577,45.486432,22.360248,18.154081,33.883036,C1
15.217391,69.6,91.061453,32.834806,11.263467,1.832163,27.221564,11.286607,23.40779,14.285714,26.010679,21.713239,C1
6.521739,65.942857,51.396648,40.924541,18.217434,7.294036,21.469194,41.131951,50,56.521739,11.492499,43.502825,C1
39.130435,14.628571,20.670391,65.805574,20.666014,15.099891,32.890995,32.13228,66.96511,13.043478,12.22985,7.665292,C1
23.913043,62.514286,75.977654,23.24949,8.716944,14.600435,2.612559,45.755183,12.073103,3.10559,11.772184,6.856009,C1
2.173913,59.542857,67.039106,52.073419,10.479922,44.397191,49.188389,14.659427,28.133653,52.795031,9.687262,45.640556,C1
23.913043,61.485714,57.541899,14.07206,4.60333,12.65948,5.296209,7.239223,9.147129,10.559006,15.738622,6.993434,C1
47.826087,56.8,15.083799,39.42896,5.093046,5.830284,14.377962,16.765383,8.860993,6.832298,18.764302,4.412887,C1
30.434783,77.942857,67.039106,8.42964,0.587659,5.113243,15.28436,4.096742,11.519291,23.602484,14.51818,3.328752,C1
23.913043,64.228571,53.072626,15.703603,3.428012,10.953417,1.842417,11.467588,17.777368,8.074534,17.54386,5.038937,C1
56.521739,12.8,23.463687,46.702923,5.582762,27.339037,19.087678,0.674564,27.210633,27.329193,18.001526,14.53657,C1
76.086957,65.714286,20.111732,40.244731,4.89716,7.536347,36.984597,3.537348,6.276537,0.621118,3.635901,1.084135,C1
21.73913,58.628571,43.01676,33.378654,22.820764,10.953417,38.773697,53.849951,46.252538,36.645963,12.712942,32.20339,C1
10.869565,9.142857,37.430168,54.860639,7.737512,63.846306,10.041469,27.903916,59.774783,25.776398,38.876176,22.476714,C1
56.521739,66.971429,20.670391,30.183549,11.263467,4.838789,31.17891,15.482066,37.345394,12.42236,12.712942,13.085967,C1
56.521739,62.285714,60.893855,24.949014,6.562194,0.47473,6.386256,3.471537,6.85804,4.347826,13.323163,2.412582,C1
2.173913,78.057143,74.301676,40.924541,13.614104,6.485511,40.835308,6.367226,47.147868,100,12.712942,78.164605,C1
26.086957,55.885714,44.692737,45.07138,5.190989,14.058946,3.82109,32.13228,22.95551,19.254658,32.519705,10.963506,C1
45.652174,50.971429,16.759777,32.834806,1.860921,0.99644,52.393365,0.098717,6.987262,2.484472,7.246377,4.6572,C1
47.826087,17.028571,39.106145,43.64378,39.764936,17.461181,27.322275,2.945048,20.860255,14.285714,16.882787,21.911742,C1
45.652174,62.285714,13.96648,32.834806,3.428012,1.545347,40.864929,0.444225,10.180912,2.484472,19.654208,6.48954,C1
63.043478,65.942857,41.340782,39.42896,10.479922,4.690436,6.528436,26.834485,15.765184,4.968944,8.466819,2.320965,C1
26.086957,82.171429,74.301676,38.341264,6.953967,18.494709,4.022512,13.063508,20.371054,2.484472,3.02568,5.145824,C1
60.869565,60.914286,50.27933,39.632903,3.428012,2.645633,9.4609,22.01382,13.29149,4.347826,17.162471,3.038632,C1
34.782609,68.571429,23.463687,30.387492,15.083252,6.485511,8.317536,1.233959,10.891637,8.074534,25.425884,4.519774,C1
56.521739,83.771429,74.860335,29.843644,1.273262,5.936604,10.864929,0.098717,12.340779,8.074534,16.933638,1.985036,C1
6.521739,52.571429,43.575419,46.295037,27.717924,13.391356,28.584123,72.392234,53.452095,53.416149,7.271803,65.185525,C1
45.652174,62.285714,39.106145,39.089055,4.113614,17.540303,0.556872,5.116815,9.433266,5.590062,13.323163,2.702703,C1
23.913043,66.4,41.340782,42.895989,10.284035,14.442192,10.876777,0.674564,29.112055,11.801242,21.612001,51.901054,C1
30.434783,72.342857,87.150838,13.664174,0.881489,2.920087,9.71564,1.809806,13.697619,20.496894,8.466819,17.269812,C1
50,1.485714,18.994413,53.772944,25.269344,21.575512,23.459716,43.402435,76.342994,17.391304,14.441902,8.734158,C1
17.391304,77.257143,43.01676,23.24949,8.227228,3.466522,21.356635,2.385653,24.709249,36.645963,36.308162,25.026722,C1
56.521739,55.657143,39.106145,36.913664,3.036239,11.43062,19.591232,11.434682,10.125531,4.347826,16.781083,5.237441,C1
58.695652,51.2,33.519553,42.828008,4.3095,14.795767,10.977488,29.615005,18.063504,1.863354,6.661581,2.229348,C1
47.826087,79.542857,74.860335,37.117607,3.623898,0.175551,5.236967,0.098717,25.946096,16.149068,12.712942,6.917087,C1
23.913043,36.685714,13.96648,0,4.89716,32.825635,1.368483,1.233959,28.161344,14.906832,10.882278,11.864407,C1
32.608696,59.2,65.921788,44.255608,0.097943,4.564336,20.787915,1.809806,10.587041,3.10559,17.54386,19.774011,C1
58.695652,73.028571,70.391061,40.244731,1.077375,0.746712,27.274882,19.397828,12.691527,2.484472,10.882278,2.534738,C1
52.173913,5.257143,12.849162,59.211421,78.354554,60.644348,15.63981,65.514972,52.427543,21.73913,16.781083,8.092839,C1
28.26087,66.971429,44.692737,56.832087,10.969638,7.781129,5.847156,24.712076,19.217279,11.180124,21.789982,7.329363,C1
17.391304,80.114286,77.094972,52.209381,4.799216,5.66215,47.719194,4.096742,16.143622,19.875776,12.407831,31.898,C1
13.043478,47.2,34.078212,33.378654,7.835455,3.740975,21.131517,16.041461,36.394683,18.012422,32.67226,16.949153,C1
43.478261,37.371429,26.256983,48.878314,7.149853,36.336663,6.024882,12.537019,16.918959,4.347826,7.271803,4.535044,C1
39.130435,63.314286,55.307263,4.690687,3.917728,10.602314,1.996445,8.111221,12.451541,9.937888,18.154081,3.4051,C1
41.304348,32.228571,29.050279,22.093814,0.587659,11.423202,1.25,10.398157,11.205464,7.453416,9.07704,16.353642,C1
58.695652,44.114286,32.960894,45.615228,4.505387,14.795767,12.043839,28.430405,17.491231,3.10559,8.466819,2.320965,C1
60.869565,60.685714,37.988827,17.743032,2.350637,5.387697,0.900474,0.575847,6.848809,2.484472,24.205441,0.946709,C1
34.782609,58.742857,35.75419,38.341264,3.525955,8.025912,4.680095,17.308325,17.205095,19.254658,14.51818,4.03115,C1
41.304348,59.428571,58.100559,42.352141,4.799216,18.741964,7.535545,16.765383,14.611409,6.21118,12.102721,3.221866,C1
39.130435,69.6,55.865922,35.825969,2.44858,3.192068,1.877962,9.591971,5.011999,6.21118,4.830918,7.329363,C1
50,77.942857,32.402235,45.07138,8.814887,2.967066,3.157583,48.288911,32.739524,3.726708,7.271803,1.801802,C1
28.26087,61.828571,48.044693,39.632903,6.75808,4.853625,1.694313,26.307996,16.918959,7.453416,40.732265,8.566193,C1
8.695652,32,65.363128,60.842964,29.774731,8.896252,24.472749,23.72491,37.816134,26.708075,12.001017,30.981829,C1
30.434783,58.742857,27.374302,55.404487,8.423115,4.853625,5.580569,18.887792,23.537013,14.906832,36.308162,6.840739,C1
39.130435,78.742857,67.039106,52.209381,1.567091,4.564336,15.308057,2.385653,15.820565,9.31677,32.67226,28.813559,C1
8.695652,69.371429,65.363128,63.018355,19.882468,3.733558,22.369668,19.776242,40.575965,26.708075,47.19044,32.050695,C1
39.130435,83.085714,63.687151,33.650578,4.505387,8.082781,3.151659,16.370517,13.919143,0.621118,7.271803,2.534738,C1
15.217391,79.2,74.860335,36.913664,7.149853,18.986747,5.011848,13.063508,17.205095,13.664596,4.830918,4.779356,C1
23.913043,67.428571,47.486034,55.948334,10.871694,3.634655,0.011848,11.500494,20.887945,12.42236,21.73913,18.537181,C1
34.782609,75.657143,48.603352,32.019035,8.716944,2.37118,24.24763,3.520895,9.027137,9.937888,26.6209,24.935105,C1
13.043478,36.914286,44.692737,51.053705,2.546523,14.185046,21.380332,2.254031,5.325826,22.981366,32.519705,10.062605,C1
45.652174,59.428571,43.575419,36.913664,6.366308,7.894867,3.234597,33.7282,20.084918,5.590062,13.323163,3.237135,C1
52.173913,66.057143,27.374302,39.089055,5.582762,12.577885,1.10782,10.41461,18.017353,8.074534,12.102721,1.481142,C1
34.782609,4.228571,19.553073,71.380014,26.738492,47.84146,5.657583,38.976637,38.766845,25.465839,14.441902,15.086273,C1
30.434783,63.314286,36.312849,18.966689,7.345739,55.036594,4.490521,12.01053,23.537013,19.254658,13.907958,3.71049,C1
23.913043,78.057143,68.156425,38.341264,3.232125,2.37118,4.022512,15.482066,13.29149,24.223602,9.687262,19.774011,C1
78.26087,57.371429,44.692737,40.244731,1.665034,2.37118,62.35782,0.674564,2.852132,0.621118,5.441139,13.712017,C1
34.782609,21.6,51.955307,48.878314,8.521058,59.989121,11.990521,4.656137,37.973048,5.590062,10.831426,3.267674,C1
13.043478,71.885714,77.094972,47.790619,10.186092,18.494709,4.218009,25.255018,19.503415,10.559006,18.154081,3.496717,C1
26.086957,55.428571,51.396648,57.03603,15.96474,24.90357,59.946682,15.712405,24.681558,11.180124,28.273583,7.298824,C1
56.521739,56.8,36.312849,36.369816,4.60333,13.636139,7.938389,16.765383,11.45468,2.484472,14.51818,2.244617,C1
28.26087,74.742857,69.273743,23.24949,2.938296,6.211057,1.001185,2.945048,11.519291,16.770186,18.764302,2.504199,C1
34.782609,42.742857,12.290503,26.7845,5.288932,5.66215,2.944313,1.233959,10.125531,9.937888,27.231121,7.924874,C1
50,68.914286,43.575419,23.861319,8.521058,10.115221,5.432464,11.467588,7.421082,3.726708,9.687262,3.359291,C1
17.391304,61.828571,54.189944,30.99932,12.830558,5.340718,22.251185,32.13228,26.407606,14.285714,14.51818,21.804856,C1
34.782609,75.085714,61.452514,37.797417,2.252693,0.47473,0.42654,14.67588,11.46391,8.695652,20.56954,4.687739,C1
52.173913,54.742857,60.335196,9.721278,5.386876,0.200277,21.066351,15.251728,1.753738,4.968944,13.323163,3.634143,C1
45.652174,69.142857,51.396648,19.510537,3.525955,2.096726,4.650474,3.520895,25.946096,5.590062,28.273583,5.634448,C1
28.26087,77.142857,68.156425,23.24949,1.077375,4.838789,1.048578,4.096742,9.340964,19.254658,18.154081,3.252405,C1
45.652174,61.942857,41.340782,22.229776,4.3095,2.645633,6.415877,13.968411,23.41702,6.832298,28.273583,5.222171,C1
45.652174,53.6,26.256983,41.264446,4.89716,13.391356,0.580569,4.063837,13.180727,4.968944,21.179761,1.023057,C1
47.826087,77.142857,70.949721,16.791298,7.149853,6.171496,8.193128,13.063508,11.45468,1.863354,7.856598,5.603909,C1
8.695652,69.371429,68.715084,52.685248,18.119491,2.917614,29.312796,18.641,38.120731,33.540373,15.128401,66.407085,C1
69.565217,68.342857,62.011173,44.255608,1.273262,2.37118,30.799763,0.098717,23.730847,4.037267,11.645055,3.237135,C1
34.782609,58.971429,55.865922,32.834806,13.124388,1.978044,57.422986,10.924646,15.192911,32.919255,17.137046,15.48328,C1
47.826087,55.085714,22.346369,32.834806,6.75808,46.083473,2.328199,27.903916,16.632823,4.968944,19.959319,5.161093,C1
34.782609,69.714286,59.217877,32.834806,5.093046,2.252497,51.143365,10.348799,12.977663,8.695652,17.137046,15.620705,C1
45.652174,55.657143,49.72067,52.209381,1.665034,8.681139,14.158768,5.824284,9.959387,40.993789,20.696669,100,C1
60.869565,1.371429,35.75419,43.64378,100,39.410048,16.297393,12.125699,49.510799,14.906832,15.026697,24.263246,C1
45.652174,49.485714,44.692737,45.615228,2.252693,15.690832,4.721564,2.254031,2.252169,9.31677,9.07704,2.901206,C1
34.782609,46.742857,43.575419,19.442556,4.799216,22.94778,20.953791,1.168147,17.749677,9.31677,22.400203,15.116812,C1
56.521739,75.085714,65.921788,34.602311,4.015671,6.663535,47.21564,20.483712,20.65719,4.347826,12.865497,8.505115,C1
21.73913,73.942857,50.837989,38.00136,8.912831,9.230046,11.273697,9.789404,34.807089,14.906832,12.22985,9.497633,C1
26.086957,64.228571,27.374302,50.509857,16.062684,15.47572,6.303318,12.882527,36.440834,9.937888,21.789982,6.367384,C1
23.913043,66.057143,33.519553,32.834806,4.89716,1.315399,12.00237,42.086213,33.441019,11.801242,32.062039,15.101542,C1
4.347826,62.285714,52.513966,73.895309,26.150833,6.722876,14.401659,28.249424,52.233709,32.919255,16.348843,43.35013,C1
34.782609,66.285714,58.659218,38.409245,2.056807,3.192068,5.580569,1.809806,20.860255,6.832298,32.062039,20.720721,C1
58.695652,80.342857,66.480447,30.931339,1.371205,2.645633,0.231043,0.098717,25.632269,3.726708,15.128401,2.519469,C1
56.521739,56.8,33.519553,39.089055,2.546523,5.093463,14.64455,12.421849,7.467233,5.590062,16.882787,4.107497,C1
41.304348,60.342857,64.24581,56.492182,4.89716,23.669766,6.74763,15.185916,13.180727,4.968944,12.712942,5.664987,C1
28.26087,61.942857,40.782123,18.354861,5.876592,1.822273,20.622038,3.520895,58.224109,13.664596,38.113399,6.474271,C1
8.695652,72.228571,70.949721,52.209381,10.381978,18.408169,58.370853,3.948667,5.011999,40.993789,23.925756,21.621622,C1
30.434783,62.4,35.195531,47.790619,6.072478,3.389872,5.580569,17.834814,23.537013,10.559006,39.333842,6.214689,C1
67.391304,1.257143,36.312849,8.973487,2.252693,3.192068,6.741706,1.233959,6.221156,2.484472,13.907958,16.857536,C1
45.652174,30.057143,27.932961,60.435078,8.814887,14.857581,1.694313,34.254689,33.02566,4.347826,11.492499,3.328752,C1
45.652174,46.057143,46.927374,24.405167,3.036239,10.528138,10.75237,5.083909,5.011999,6.832298,10.297483,1.954497,C1
8.695652,77.942857,53.631285,34.058464,15.181195,2.227772,9.4609,55.972359,37.917667,64.596273,21.789982,17.621011,C1
34.782609,60.571429,34.636872,28.212101,14.789422,5.936604,0.254739,1.233959,16.189773,10.559006,25.425884,3.679951,C1
58.695652,57.714286,16.201117,34.330387,2.644466,2.373652,7.600711,24.136229,11.076241,3.10559,11.390796,6.016186,C1
43.478261,57.828571,48.603352,26.03671,6.170421,43.133716,3.122038,8.292201,12.885361,9.31677,10.882278,2.733242,C1
34.782609,4,24.022346,35.825969,6.660137,34.74681,1.623223,4.67259,7.78106,32.515528,16.399695,79.233471,C2
34.782609,4,24.022346,35.825969,8.716944,34.74681,1.623223,4.67259,7.78106,32.515528,16.781083,79.233471,C2
45.652174,45.257143,41.340782,10.061183,86.287953,5.936604,4.419431,1.233959,12.977663,8.074534,26.010679,4.397618,C3
45.652174,62.171429,40.223464,10.061183,86.287953,2.37118,0.082938,0.098717,12.340779,5.590062,29.64658,4.764086,C3
13.043478,49.828571,26.815642,30.183549,9.598433,4.838789,68.773697,16.057914,36.071626,24.223602,100,36.478852,C4
19.565217,46.514286,38.547486,20.802175,10.479922,8.681139,48.898104,1.760448,28.115193,31.677019,100,24.385402,C4
8.695652,68.914286,74.860335,52.209381,5.582762,83.572347,50.219194,14.116486,21.810965,29.813665,41.13908,26.034509,C5
58.695652,7.085714,16.759777,66.485384,10.773751,92.194145,5.148104,12.537019,96.021783,10.559006,10.475464,9.268591,C6
4.347826,41.714286,82.122905,100,30.460333,9.981703,37.008294,61.582757,80.136607,11.801242,17.162471,11.559017,C7
100,73.828571,63.128492,27.46431,12.634672,8.955593,38.838863,12.059888,36.394683,77.018634,16.653954,74.041838,C8
